mesh,method,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z,chamfer_sq,hausdorff,normal_mean_deg
branch,minmax,6.850663644758209e-07,8.895082746654521e-07,2.1169493705718484e-07,0.0006987508556456726,0.000801992536680399,0.0003918997228559533,3.572539152396911e-06,0.0024538200416342943,1.4808743482719744
branch,unit_sphere,4.693747410559228e-06,4.321946056149683e-06,4.23140024298699e-06,0.0018873043284385262,0.0017641865827477574,0.0017418698964607581,2.6477312005950123e-05,0.006573706750279446,4.086946078860501
