mesh,method,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z,chamfer_sq,hausdorff,normal_mean_deg
girl,minmax,3.1190873920393655e-07,2.582857457991095e-07,4.17657148887662e-08,0.0004880048103662768,0.00043985139061416184,0.00017717480895565007,1.2053351609797774e-06,0.0013493907024377046,3.1666037674178935
girl,unit_sphere,1.0303873079404674e-06,1.0405385658217107e-06,1.0430406563759813e-06,0.000881611466416025,0.0008807888864291565,0.0008862249807074074,6.041002202487911e-06,0.002924832450469793,6.254659375981949
