mesh,method,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z,chamfer_sq,hausdorff,normal_mean_deg
fence,minmax,1.623235827029936e-07,1.1450529611963526e-07,1.8940614243742257e-10,0.00030990197141614133,0.0002822838590874803,1.1146376167857588e-05,5.540365699301315e-07,0.0011657607370133738,8.112664418156948
fence,unit_sphere,6.53401962882046e-07,5.98981654170606e-07,6.178999678600375e-07,0.0006767773901693229,0.0006345429848494721,0.0006633439818883547,3.740567169825388e-06,0.0028578476361883634,9.185420364984278
