mesh,method,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z,chamfer_sq,hausdorff,normal_mean_deg
explosive,minmax,4.923285563909894e-08,2.443407256335967e-07,4.1367905234479184e-08,0.0001921235492886305,0.0004126664091688415,0.00017728664468214477,6.696180723728898e-07,0.0010936409606783235,0.8821208878806382
explosive,unit_sphere,1.0741810833320135e-06,1.3753771332483754e-06,1.0821712449818112e-06,0.0008828487126564397,0.0010646941872351435,0.0009113024894682364,7.042293531847527e-06,0.003227441488389454,2.7234933568870434
