mesh,method,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z,chamfer_sq,hausdorff,normal_mean_deg
table,minmax,3.9741149414209953e-08,9.124383981651322e-08,2.603375171839925e-07,0.00015607751999055532,0.0002525470886235307,0.0004470691340533869,7.826450128294321e-07,0.0010916406953652784,0.48498845834183374
table,unit_sphere,7.333370574083526e-07,8.24477928861884e-07,7.203073213131788e-07,0.0007397306235816354,0.0007837189579971166,0.000734882849516906,4.556244615166831e-06,0.0026145080157806318,0.9643166180876616
